,Feature Type,Feature Name,District,Distance from Dam (km),Alert Zone,Alert Colour,Zone Description,Piping — Inundated?,Piping — Area Flooded (%),Piping — Max Depth (m),Piping — Arrival (hrs),Piping — Evac Window,Piping — PAR,Overtopping — Inundated?,Overtopping — Area Flooded (%),Overtopping — Max Depth (m),Overtopping — Arrival (hrs),Overtopping — Evac Window,Overtopping — PAR,Population,Nearest Shelter,Shelter Distance (km),Hazard Class (Piping),Hazard Class (Overtop),Flood Status (Piping),Flood Status (Overtop),Remarks,Piping — Inundated km,Piping — Inundated %,Piping — Flood Status,Overtopping — Inundated km,Overtopping — Inundated %,Overtopping — Flood Status,Total Road Length (km)
125,Road — Kutcha Track,Kutcha Track — Hattij,Solapur,2.067,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,1.252,63.4,ROAD PARTIALLY FLOODED,1.542,78.0,ROAD HEAVILY FLOODED,1.975
126,Road — Village Road,Village Road — Ambegaon,Solapur,2.069,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.231,4.5,ROAD MARGINALLY AFFECTED,0.387,7.5,ROAD MARGINALLY AFFECTED,5.191
127,Road — Village Road,Village Road — Hattij,Solapur,2.075,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.103,100.0,ROAD COMPLETELY FLOODED,0.103,100.0,ROAD COMPLETELY FLOODED,0.103
128,Bridge,Bridge — Hattij — Hattij — Hattij,Solapur,2.075,Zone I,RED,IMMEDIATE DANGER,YES,,5.31,3.35,2–4 hours,,YES,,7.381,1.11,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
129,Road — Kutcha Track,Kutcha Track — Hattij,Solapur,2.13,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.52,81.4,ROAD HEAVILY FLOODED,0.639,100.0,ROAD COMPLETELY FLOODED,0.639
130,Road — Kutcha Track,Kutcha Track — Hattij,Solapur,2.182,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.099,49.1,ROAD PARTIALLY FLOODED,0.201,100.0,ROAD COMPLETELY FLOODED,0.201
131,Road — Kutcha Track,Kutcha Track — Hattij,Solapur,2.26,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.021,100.0,ROAD COMPLETELY FLOODED,0.021,100.0,ROAD COMPLETELY FLOODED,0.021
132,Bridge,Bridge — Hattij — Hattij — Hattij,Solapur,2.26,Zone I,RED,IMMEDIATE DANGER,YES,,2.797,3.48,2–4 hours,,YES,,5.026,1.17,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
133,Road — Village Road,Village Road — Hattij,Solapur,2.489,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.771,100.0,ROAD COMPLETELY FLOODED,0.771,100.0,ROAD COMPLETELY FLOODED,0.771
134,Road — Village Road,Village Road — Hattij,Solapur,2.517,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.584,43.6,ROAD PARTIALLY FLOODED,1.248,93.2,ROAD HEAVILY FLOODED,1.339
135,Road — Kutcha Track,Kutcha Track — Hattij,Solapur,2.609,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.425,59.3,ROAD PARTIALLY FLOODED,0.546,76.2,ROAD HEAVILY FLOODED,0.717
136,Road — Kutcha Track,Kutcha Track — Hattij,Solapur,2.647,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.025,5.6,ROAD MARGINALLY AFFECTED,0.153,33.5,ROAD PARTIALLY FLOODED,0.457
137,Road — Internal Road,Internal Road — Hattij,Solapur,2.649,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.006,1.5,ROAD MARGINALLY AFFECTED,0.064,16.1,ROAD MARGINALLY AFFECTED,0.395
138,Road — Internal Road,Internal Road — Hattij,Solapur,2.727,Zone I,RED,IMMEDIATE DANGER,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.016,24.2,ROAD MARGINALLY AFFECTED,0.066
139,Settlement / Village,Hattij,Solapur,2.75,Zone I,RED,IMMEDIATE DANGER,YES,17.0,3.934,3.47,2–4 hours,298.0,YES,42.1,6.095,1.17,0 to 2 hour,737.0,1751.0,None,2.37,H1,H6,VILLAGE PARTIALLY FLOODED,VILLAGE MODERATELY FLOODED,,,,,,,,
140,Road — Village Road,Village Road — Hattij,Solapur,2.752,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.383,10.0,ROAD MARGINALLY AFFECTED,0.543,14.2,ROAD MARGINALLY AFFECTED,3.826
141,Road — Internal Road,Internal Road — Hattij,Solapur,2.81,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.022,19.0,ROAD MARGINALLY AFFECTED,0.116,100.0,ROAD COMPLETELY FLOODED,0.116
142,Settlement / Village,Malegaon,Solapur,2.851,Zone I,RED,IMMEDIATE DANGER,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,2529.0,None,0.06,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
143,Road — Internal Road,Internal Road — Hattij,Solapur,2.886,Zone I,RED,IMMEDIATE DANGER,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.016,34.2,ROAD PARTIALLY FLOODED,0.046
144,Bridge,Bridge — Hattij — Hattij — Hattij,Solapur,2.902,Zone I,RED,IMMEDIATE DANGER,YES,,6.0,3.57,2–4 hours,,YES,,8.067,1.21,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
145,Road — Village Road,Village Road — Hattij,Solapur,2.902,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.084,100.0,ROAD COMPLETELY FLOODED,0.084,100.0,ROAD COMPLETELY FLOODED,0.084
146,Road — Internal Road,Internal Road — Hattij,Solapur,2.954,Zone I,RED,IMMEDIATE DANGER,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.044,53.7,ROAD PARTIALLY FLOODED,0.082
147,Road — Internal Road,Internal Road — Hattij,Solapur,2.961,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.009,0.6,ROAD MARGINALLY AFFECTED,0.07,4.5,ROAD MARGINALLY AFFECTED,1.572
148,Road — Internal Road,Internal Road — Hattij,Solapur,2.961,Zone I,RED,IMMEDIATE DANGER,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.028,29.4,ROAD MARGINALLY AFFECTED,0.094
149,Road — Internal Road,Internal Road — Hattij,Solapur,2.975,Zone I,RED,IMMEDIATE DANGER,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.033,8.9,ROAD MARGINALLY AFFECTED,0.372
150,Settlement / Village,Hattij,Solapur,2.99,Zone I,RED,IMMEDIATE DANGER,YES,7.0,4.721,3.54,2–4 hours,123.0,YES,18.9,6.753,1.18,0 to 2 hour,331.0,1751.0,Shelter for Hatij Flood Afffected People,2.01,H1,H1,VILLAGE PARTIALLY FLOODED,VILLAGE PARTIALLY FLOODED,,,,,,,,
151,Road — Village Road,Village Road — Hattij,Solapur,3.068,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.215,7.4,ROAD MARGINALLY AFFECTED,0.286,9.8,ROAD MARGINALLY AFFECTED,2.921
152,Road — Internal Road,Internal Road — Hattij,Solapur,3.239,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.642,100.0,ROAD COMPLETELY FLOODED,0.642,100.0,ROAD COMPLETELY FLOODED,0.642
153,Settlement / Village,Ratajan,Solapur,3.369,Zone I,RED,IMMEDIATE DANGER,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,2529.0,Shelter for Hatij Flood Afffected People,0.49,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
154,Primary Health Centre (PHC),"SubCentre, Ratanjan — Ratajan — Ratajan — Ratajan",Solapur,3.384,Zone I,RED,IMMEDIATE DANGER,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
155,Settlement / Village,Ladole,Solapur,3.435,Zone I,RED,IMMEDIATE DANGER,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,1254.0,Shelter for Hatij Flood Afffected People,4.16,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
156,Road — Internal Road,Internal Road — Hattij,Solapur,3.505,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.338,84.8,ROAD HEAVILY FLOODED,0.398,100.0,ROAD COMPLETELY FLOODED,0.398
157,Road — Internal Road,Internal Road — Hattij,Solapur,3.578,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.081,100.0,ROAD COMPLETELY FLOODED,0.081,100.0,ROAD COMPLETELY FLOODED,0.081
158,Bridge,Bridge — Hattij — Hattij — Hattij,Solapur,3.578,Zone I,RED,IMMEDIATE DANGER,YES,,5.888,3.76,2–4 hours,,YES,,8.33,1.25,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
159,Road — Village Road,Village Road — Hattij,Solapur,3.819,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.065,4.6,ROAD MARGINALLY AFFECTED,0.418,30.0,ROAD PARTIALLY FLOODED,1.391
160,Bridge,Bridge — Hattij — Hattij — Hattij,Solapur,3.884,Zone I,RED,IMMEDIATE DANGER,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
161,Road — Village Road,Village Road — Hattij,Solapur,4.122,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.252,92.9,ROAD HEAVILY FLOODED,0.272,100.0,ROAD COMPLETELY FLOODED,0.272
162,Bridge,Bridge — Hingani(ratanjan) — Hingani(ratanjan) — Hingani(ratanjan),Solapur,4.279,Zone I,RED,IMMEDIATE DANGER,YES,,6.677,3.86,2–4 hours,,YES,,8.717,1.32,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
163,Road — Village Road,Village Road — Hingani(ratanjan),Solapur,4.279,Zone I,RED,IMMEDIATE DANGER,YES,,,,,,YES,,,,,,,,,,,,,,0.082,100.0,ROAD COMPLETELY FLOODED,0.082,100.0,ROAD COMPLETELY FLOODED,0.082
164,Road — Kutcha Track,Kutcha Track — Hingani(ratanjan),Solapur,4.973,Zone I,RED,IMMEDIATE DANGER,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.652,35.6,ROAD PARTIALLY FLOODED,1.829
165,Bridge,Bridge — Hingani(ratanjan) — Hingani(ratanjan) — Hingani(ratanjan),Solapur,4.974,Zone I,RED,IMMEDIATE DANGER,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
166,Road — Internal Road,Internal Road — Hingani(ratanjan),Solapur,5.551,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.048,46.9,ROAD PARTIALLY FLOODED,0.102
167,Road — Village Road,Village Road — Hingani(ratanjan),Solapur,5.573,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.126,6.1,ROAD MARGINALLY AFFECTED,0.194,9.4,ROAD MARGINALLY AFFECTED,2.063
168,Road — Internal Road,Internal Road — Hingani(ratanjan),Solapur,5.584,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.156,43.3,ROAD PARTIALLY FLOODED,0.206,57.1,ROAD PARTIALLY FLOODED,0.36
169,Settlement / Village,Hingani(ratanjan),Solapur,5.59,Zone II,ORANGE,HIGH RISK,YES,4.8,1.301,4.16,4–6 hours,47.0,YES,16.2,3.316,1.4,0 to 2 hour,159.0,981.0,None,0.56,H1,H4,VILLAGE MARGINALLY AFFECTED,VILLAGE PARTIALLY FLOODED,,,,,,,,
170,Road — Internal Road,Internal Road — Hingani(ratanjan),Solapur,5.61,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.061,100.0,ROAD COMPLETELY FLOODED,0.061,100.0,ROAD COMPLETELY FLOODED,0.061
171,Road — Internal Road,Internal Road — Hingani(ratanjan),Solapur,5.617,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.12,31.0,ROAD PARTIALLY FLOODED,0.17,43.8,ROAD PARTIALLY FLOODED,0.389
172,Bridge,Bridge — Hingani(ratanjan) — Hingani(ratanjan) — Hingani(ratanjan),Solapur,5.627,Zone II,ORANGE,HIGH RISK,YES,,7.052,4.17,4–6 hours,,YES,,8.975,1.41,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
173,Road — Internal Road,Internal Road — Hingani(ratanjan),Solapur,5.627,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.038,100.0,ROAD COMPLETELY FLOODED,0.038,100.0,ROAD COMPLETELY FLOODED,0.038
174,Road — Internal Road,Internal Road — Hingani(ratanjan),Solapur,5.825,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.338,37.2,ROAD PARTIALLY FLOODED,0.76,83.6,ROAD HEAVILY FLOODED,0.909
175,Road — Kutcha Track,Kutcha Track — Hingani(ratanjan),Solapur,5.944,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.037,8.4,ROAD MARGINALLY AFFECTED,0.442,100.0,ROAD COMPLETELY FLOODED,0.442
176,Bridge,Bridge — Hingani(ratanjan) — Hingani(ratanjan) — Hingani(ratanjan),Solapur,5.972,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
177,Road — Kutcha Track,Kutcha Track — Hingani(ratanjan),Solapur,6.619,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.029,9.8,ROAD MARGINALLY AFFECTED,0.215,71.7,ROAD HEAVILY FLOODED,0.3
178,Bridge,Bridge — Hingani(ratanjan) — Hingani(ratanjan) — Hingani(ratanjan),Solapur,6.676,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
179,Settlement / Village,Khuttewadi,Solapur,7.046,Zone II,ORANGE,HIGH RISK,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,635.0,None,2.04,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
180,Bridge,Bridge — Khuttewadi — Khuttewadi — Khuttewadi,Solapur,7.046,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
181,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,7.062,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
182,Bridge,Bridge — Khuttewadi — Khuttewadi — Khuttewadi,Solapur,7.062,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
183,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,7.445,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
184,Road — Internal Road,Internal Road — Sarjapur,Solapur,7.687,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.14,4.4,ROAD MARGINALLY AFFECTED,0.338,10.6,ROAD MARGINALLY AFFECTED,3.176
185,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,7.9,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.33,39.5,ROAD PARTIALLY FLOODED,0.459,55.0,ROAD PARTIALLY FLOODED,0.835
186,Road — Service Road,Service Road — Dhamgaon(Dumala),Solapur,8.086,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.105,83.7,ROAD HEAVILY FLOODED,0.125,100.0,ROAD COMPLETELY FLOODED,0.125
187,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.259,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.032,100.0,ROAD COMPLETELY FLOODED,0.032,100.0,ROAD COMPLETELY FLOODED,0.032
188,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,8.259,Zone II,ORANGE,HIGH RISK,YES,,6.477,5.04,4–6 hours,,YES,,8.22,1.86,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
189,Road — Kutcha Track,Kutcha Track — Dhamgaon(Dumala),Solapur,8.33,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.023,5.2,ROAD MARGINALLY AFFECTED,0.169,38.9,ROAD PARTIALLY FLOODED,0.433
190,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.35,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.015,2.5,ROAD MARGINALLY AFFECTED,0.068,11.3,ROAD MARGINALLY AFFECTED,0.606
191,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.394,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.309,100.0,ROAD COMPLETELY FLOODED,0.309,100.0,ROAD COMPLETELY FLOODED,0.309
192,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.49,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.02,100.0,ROAD COMPLETELY FLOODED,0.02,100.0,ROAD COMPLETELY FLOODED,0.02
193,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,8.49,Zone II,ORANGE,HIGH RISK,YES,,0.698,5.16,4–6 hours,,YES,,2.553,1.9,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
194,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,8.518,Zone II,ORANGE,HIGH RISK,YES,,2.816,5.14,4–6 hours,,YES,,4.665,1.9,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
195,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.518,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.011,100.0,ROAD COMPLETELY FLOODED,0.011,100.0,ROAD COMPLETELY FLOODED,0.011
196,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,8.52,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
197,Bridge,Bridge — Khuttewadi — Khuttewadi — Khuttewadi,Solapur,8.575,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
198,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.576,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.14,28.4,ROAD MARGINALLY AFFECTED,0.221,44.8,ROAD PARTIALLY FLOODED,0.492
199,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,8.597,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
200,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.612,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.369,98.0,ROAD COMPLETELY FLOODED,0.377,100.0,ROAD COMPLETELY FLOODED,0.377
201,Road — Village Road,Village Road — Dhamgaon(Dumala),Solapur,8.616,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.158,16.2,ROAD MARGINALLY AFFECTED,0.328,33.8,ROAD PARTIALLY FLOODED,0.971
202,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.634,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.017,37.1,ROAD PARTIALLY FLOODED,0.045
203,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.634,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.015,14.8,ROAD MARGINALLY AFFECTED,0.101
204,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,8.634,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
205,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.634,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.012,19.0,ROAD MARGINALLY AFFECTED,0.033,51.1,ROAD PARTIALLY FLOODED,0.064
206,Road — Internal Road,Internal Road — Dhamgaon(Dumala),Solapur,8.634,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.005,8.9,ROAD MARGINALLY AFFECTED,0.025,47.5,ROAD PARTIALLY FLOODED,0.053
207,Settlement / Village,Dhamgaon(Dumala),Solapur,8.634,Zone II,ORANGE,HIGH RISK,YES,1.4,1.762,5.16,4–6 hours,7.0,YES,3.6,3.615,1.9,0 to 2 hour,18.0,506.0,None,0.1,H1,H1,VILLAGE MARGINALLY AFFECTED,VILLAGE MARGINALLY AFFECTED,,,,,,,,
208,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,8.647,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
209,Road — Village Road,Village Road — Dhamgaon(Dumala),Solapur,8.663,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.015,100.0,ROAD COMPLETELY FLOODED,0.015,100.0,ROAD COMPLETELY FLOODED,0.015
210,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,8.663,Zone II,ORANGE,HIGH RISK,YES,,2.495,5.16,4–6 hours,,YES,,4.357,1.9,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
211,Road — Village Road,Village Road — Dhamgaon(Dumala),Solapur,8.834,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.379,74.9,ROAD HEAVILY FLOODED,0.506,100.0,ROAD COMPLETELY FLOODED,0.506
212,Road — Service Road,Service Road — Dhamgaon(Dumala),Solapur,8.965,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.065,100.0,ROAD COMPLETELY FLOODED,0.065,100.0,ROAD COMPLETELY FLOODED,0.065
213,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,9.083,Zone II,ORANGE,HIGH RISK,YES,,6.533,5.26,4–6 hours,,YES,,8.261,1.98,0 to 2 hour,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
214,Road — Village Road,Village Road — Dhamgaon(Dumala),Solapur,9.083,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.06,100.0,ROAD COMPLETELY FLOODED,0.06,100.0,ROAD COMPLETELY FLOODED,0.06
215,Road — Service Road,Service Road — Dhamgaon(Dumala),Solapur,9.119,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.217,91.2,ROAD HEAVILY FLOODED,0.238,100.0,ROAD COMPLETELY FLOODED,0.238
216,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,9.154,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
217,Road — Kutcha Track,Kutcha Track — Dhamgaon(Dumala),Solapur,9.365,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.285,100.0,ROAD COMPLETELY FLOODED,0.285,100.0,ROAD COMPLETELY FLOODED,0.285
218,Road — Kutcha Track,Kutcha Track — Dhamgaon(Dumala),Solapur,9.454,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.142,8.0,ROAD MARGINALLY AFFECTED,1.767
219,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,9.457,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
220,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,9.473,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
221,Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),Solapur,9.485,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
222,Road — Kutcha Track,Kutcha Track — Dhamgaon(Dumala),Solapur,9.755,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.181,100.0,ROAD COMPLETELY FLOODED,0.181,100.0,ROAD COMPLETELY FLOODED,0.181
223,Road — Kutcha Track,Kutcha Track — Dhamgaon(Dumala),Solapur,9.829,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.257,36.7,ROAD PARTIALLY FLOODED,0.702
224,Road — Service Road,Service Road — Dhamgaon(Dumala),Solapur,9.907,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.001,0.9,ROAD MARGINALLY AFFECTED,0.087,97.9,ROAD COMPLETELY FLOODED,0.089
